"Ticker","Period","Date","""Open""","""High""","""Low""","""Close""","""Volume""","""LogReturn""","Sector"
"ABBV","D","2023-03-24","155.27999877929688","158.47999572753906","154.58999633789062","158.02000427246094","4678822","0","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-03-27","158.8300018310547","159.13999938964844","157.375","157.5399932861328","3887844","-0.30376596212494666","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-03-28","157.8000030517578","158.5989990234375","157.4499969482422","158.25","3532488","0.45068347348322657","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-03-29","158.97999572753906","159.6999969482422","156.36000061035156","158.","3959986","-0.15797788309637184","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-03-30","158.00999450683594","158.52999877929688","157.4199981689453","157.9199981689453","3635850","-0.05063407028776945","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-03-31","158.42999267578125","159.57000732421875","157.72999572753906","159.3699951171875","4957340","0.9181845016809964","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-03","158.25","160.47000122070312","157.79200744628906","160.4199981689453","4389371","0.6588461341080709","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-04","160.50999450683594","161.72999572753906","159.52999877929688","159.77999877929688","4224607","-0.3989523731165012","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-05","160.","161.6699981689453","159.00999450683594","160.8000030517578","5743036","0.6383804482749333","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-06","160.8000030517578","162.19000244140625","160.6199951171875","161.5500030517578","5498465","0.4664179015958059","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-10","161.7100067138672","162.05999755859375","160.2100067138672","161.27999877929688","3309544","-0.1671335607306812","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-11","161.49000549316406","162.58999633789062","161.19000244140625","161.3800048828125","2875876","0.062007753145176814","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-12","162.1199951171875","163.47999572753906","161.60000610351562","162.36000061035156","4005041","0.6072596962992449","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-13","161.","162.86099243164062","160.5500030517578","162.69000244140625","3868681","1.114807726195144","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-14","162.63999938964844","163.","160.92999267578125","161.58999633789062","3473284","-0.6761362634509771","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-17","161.9199981689453","162.1999969482422","160.64500427246094","161.17999267578125","4354109","-0.2537308443599784","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-18","161.","161.22999572753906","158.41000366210938","159.58999633789062","4996418","-0.9864725214927428","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-19","158.6699981689453","161.44000244140625","158.52000427246094","161.2100067138672","4826940","1.0151077217563254","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-20","161.17999267578125","161.77000427246094","160.5800018310547","161.74000549316406","3808233","0.32876295342978423","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-21","162.58999633789062","163.19000244140625","162.02000427246094","162.41000366210938","4812336","0.41424393853728425","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-24","162.57000732421875","164.36000061035156","162.3300018310547","164.0800018310547","4729221","1.0282606559259166","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-25","164.80999755859375","166.1999969482422","164.49000549316406","164.89999389648438","5506163","0.49975137510904766","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-26","162.67999267578125","163.25999450683594","160.50100708007812","161.8000030517578","5191976","-1.8799217461903495","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-27","153.8699951171875","153.8699951171875","147.16000366210938","148.8699951171875","17063029","-7.9913520956079065","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-04-28","147.97000122070312","151.38999938964844","147.44000244140625","151.1199951171875","7123969","1.511385822394118","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-01","150.83999633789062","154.7100067138672","150.82000732421875","153.7100067138672","5601024","1.7138775015650642","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-02","153.5500030517578","155.02000427246094","151.1999969482422","151.6199951171875","5135645","-1.3597108225818166","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-03","151.07000732421875","151.50999450683594","148.4499969482422","149.25","6815547","-1.5631151520323683","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-04","149.","149.","146.35000610351562","147.36000061035156","5694328","-1.2663312493456869","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-05","148.5399932861328","149.3800048828125","147.13999938964844","148.02999877929688","4447899","0.45466759376373567","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-08","148.14999389648438","148.1999969482422","146.74000549316406","147.4499969482422","3689670","-0.3918137106245889","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-09","147.41000366210938","148.4600067138672","146.27000427246094","146.8300018310547","4201761","-0.42047821635773364","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-10","146.52000427246094","146.98199462890625","145.1529998779297","146.4199981689453","4127299","-0.2792369794976657","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-11","147.2899932861328","147.57000732421875","145.19000244140625","146.58999633789062","4300537","0.11610310823060299","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-12","146.7899932861328","147.60000610351562","146.07000732421875","147.14999389648438","3526535","0.3820162170568242","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-15","147.6699981689453","148.89999389648438","145.66000366210938","146.58999633789062","4391988","-0.380562406946261","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-16","145.86000061035156","146.94000244140625","143.22999572753906","143.2899932861328","4686169","-2.25117888955485","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-17","143.02000427246094","143.52000427246094","140.52000427246094","143.35000610351562","5482179","0.041882071459764525","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-18","142.61000061035156","143.55999755859375","141.97500610351562","143.44000244140625","4791232","0.06278083994335493","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-19","143.86000061035156","145.8000030517578","143.8000030517578","145.11000061035156","5610287","1.1642485642228584","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-22","145.47000122070312","146.66000366210938","143.77999877929688","144.89999389648438","3867314","-0.14472242642402655","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-23","144.4499969482422","144.82000732421875","142.33999633789062","142.52000427246094","5121865","-1.6425049856963247","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-24","142.58999633789062","142.94000244140625","140.94000244140625","141.14999389648438","4143510","-0.9612758454296988","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-25","140.02999877929688","140.1999969482422","138.25999450683594","138.6199951171875","6986571","-1.7924186246528029","PharmaceuticalsBiotechnologyAndLifeSciences"
"ABBV","D","2023-05-26","138.72000122070312","139.85000610351562","137.10000610351562","137.55999755859375","7590596","-0.7646786870087796","PharmaceuticalsBiotechnologyAndLifeSciences"
