"Ticker","Period","Date","""Open""","""High""","""Low""","""Close""","""Volume""","""LogReturn""","Sector"
"FOX","W","2023-03-24","30.649999618530273","30.649999618530273","29.579999923706055","30.3799991607666","851954","0","MediaAndEntertainment"
"FOX","W","2023-03-31","30.440000534057617","31.329999923706055","30.06999969482422","31.309999465942383","4618794","3.0612255788894593","MediaAndEntertainment"
"FOX","W","2023-04-06","31.299999237060547","31.6299991607666","30.549999237060547","30.739999771118164","3079067","-1.8205036874696767","MediaAndEntertainment"
"FOX","W","2023-04-14","30.68000030517578","31.790000915527344","30.469999313354492","30.75","3530397","0.03253164917460527","MediaAndEntertainment"
"FOX","W","2023-04-21","30.84000015258789","31.3700008392334","30.065000534057617","30.81999969482422","5561375","0.22764128398120587","MediaAndEntertainment"
"FOX","W","2023-04-28","30.8700008392334","31.020000457763672","29.270000457763672","30.540000915527344","8473352","-0.9084970216397981","MediaAndEntertainment"
"FOX","W","2023-05-05","30.440000534057617","30.905000686645508","28.530000686645508","29.389999389648438","4634423","-3.765558256071333","MediaAndEntertainment"
"FOX","W","2023-05-12","29.479999542236328","30.450000762939453","27.790000915527344","28.270000457763672","6159277","-3.8108164516643117","MediaAndEntertainment"
"FOX","W","2023-05-19","28.229999542236328","29.06999969482422","28.040000915527344","28.920000076293945","5643703","2.2992557764595523","MediaAndEntertainment"
"FOX","W","2023-05-26","29.06999969482422","29.420000076293945","28.450000762939453","29.25","9120516","1.1410785713537042","MediaAndEntertainment"
"FOX","W","2023-06-02","29.219999313354492","29.90999984741211","28.889999389648438","29.84000015258789","10832615","2.017094538762021","MediaAndEntertainment"
"FOX","W","2023-06-09","29.81999969482422","31.760000228881836","29.75","31.399999618530273","5164957","5.227880221063241","MediaAndEntertainment"
"FOX","W","2023-06-16","31.399999618530273","31.809999465942383","30.959999084472656","31.5","6052664","0.31847255632040383","MediaAndEntertainment"
"FOX","W","2023-06-23","31.3700008392334","31.5","30.489999771118164","30.6299991607666","6116471","-2.7619074261377885","MediaAndEntertainment"
"FOX","W","2023-06-30","30.670000076293945","32.36000061035156","30.639999389648438","31.889999389648438","3755955","4.113614963776269","MediaAndEntertainment"
"FOX","W","2023-07-07","31.780000686645508","32.29499816894531","31.56999969482422","31.920000076293945","3258347","0.09407553220353027","MediaAndEntertainment"
"FOX","W","2023-07-14","31.3700008392334","32.38999938964844","30.889999389648438","31.1299991607666","4122846","-2.4749402056363223","MediaAndEntertainment"
"FOX","W","2023-07-21","31.190000534057617","32.130001068115234","30.940000534057617","31.420000076293945","3410017","0.9315802227609193","MediaAndEntertainment"
"FOX","W","2023-07-28","31.40999984741211","31.559999465942383","30.8799991607666","31.1200008392334","5137082","-0.9548034256272819","MediaAndEntertainment"
"FOX","W","2023-08-04","31.18000030517578","31.700000762939453","30.729999542236328","31.079999923706055","4646864","-0.12853764282975133","MediaAndEntertainment"
"FOX","W","2023-08-11","31.260000228881836","33.2400016784668","31.06999969482422","32.45000076293945","6738116","4.407982119036058","MediaAndEntertainment"
"FOX","W","2023-08-18","32.34000015258789","32.439998626708984","30.81999969482422","31.290000915527344","4347732","-3.5747298001204353","MediaAndEntertainment"
"FOX","W","2023-08-25","31.139999389648438","31.3799991607666","29.9950008392334","30.149999618530273","4878041","-3.6433405677254505","MediaAndEntertainment"
"FOX","W","2023-09-01","30.25","31.020000457763672","28.709999084472656","28.75","5121280","-3.8311053856639465","MediaAndEntertainment"
"FOX","W","2023-09-08","28.639999389648438","29.549999237060547","28.399999618530273","28.899999618530273","3851698","0.5217378035835329","MediaAndEntertainment"
"FOX","W","2023-09-15","28.899999618530273","29.979999542236328","28.899999618530273","29.299999237060547","6346479","1.3840817432876795","MediaAndEntertainment"
